01-Jan,02-Feb,03-Mar,04-Apr,05-May,06-Jun,07-Jul,08-Aug,09-Sep,10-Oct,11-Nov,12-Dec,
633.831,632.831,781.837,818.166,831.833,803.833,899.506,845.5,778.5,805.832,746.832,727.832,
